occupation,n,cumprop,occupationmatched,ses
house cleaning,18,0.983644206,,1
house wrecker,18,0.983658604,,1
housemaker,18,0.983673003,,1
innkeeper,18,0.983687401,,1
iron wkr,18,0.983701799,,1
Jersey St Rt 1 Box 29,18,0.983716198,,1
lettercarrier,18,0.983730596,,1
Lilac Ave,18,0.983744995,,1
linotype,18,0.983759393,,1
Livermore merchant,18,0.983773791,,1
loan broker,18,0.98378819,,1
loco engr,18,0.983802588,,1
Luvan St,18,0.983816987,,1
mach helper,18,0.983831385,,1
mailcarrier,18,0.983845783,,1
male boilermaker,18,0.983860182,,1
male iron worker,18,0.98387458,,1
male lawyer,18,0.983888979,,1
marine superintendent,18,0.983903377,,1
Mark Hotel salesman,18,0.983917775,,1
Marley Ave,18,0.983932174,,1
McCarty Road,18,0.983946572,,1
merchandise mgr,18,0.983960971,,1
Mission Rd Rt 2 Box 279,18,0.983975369,,1
mould maker,18,0.983989768,,1
nailer,18,0.984004166,,1
news boy,18,0.984018564,,1
Nice St,18,0.984032963,,1
note teller,18,0.984047361,,1
nue insurance,18,0.98406176,,1
Ocean Highway,18,0.984076158,,1
Ohio St Rt 2 Box 196,18,0.984090556,,1
oral surgeon,18,0.984104955,,1
P O carrier,18,0.984119353,,1
Pac Tel Tel,18,0.984133752,,1
phys,18,0.98414815,,1
Pioneer St Rt 2 Box 704,18,0.984162548,,1
Pipe Line,18,0.984176947,,1
pipe welder,18,0.984191345,,1
pipehanger,18,0.984205744,,1
Pleasanton retired,18,0.984220142,,1
press hand,18,0.984234541,,1
radio work,18,0.984248939,,1
retire,18,0.984263337,,1
retired banker,18,0.984277736,,1
rooming house manager,18,0.984292134,,1
s clerk,18,0.984306533,,1
s merchant,18,0.984320931,,1
salesmn,18,0.984335329,,1
Sycamore Ave,18,0.984349728,,1
Transient Camp,18,0.984364126,,1
Turner St,18,0.984378525,,1
U S Marine,18,0.984392923,,1
veteran,18,0.984407321,,1
View Ave Rt 2 Box 263,18,0.98442172,,1
wholesale produce,18,0.984436118,,1
a av retired,17,0.984449717,,1
a e housewife,17,0.984463315,,1
adv mgr,17,0.984476914,,1
advertising business,17,0.984490512,,1
agt,17,0.984504111,,1
aleman,17,0.984517709,,1
auto assemblyman,17,0.984531308,,1
ballplayer,17,0.984544906,,1
block cutter,17,0.984558505,,1
bookkeepe r,17,0.984572103,,1
bronze worker,17,0.984585702,,1
building engineer,17,0.9845993,,1
building trades,17,0.984612899,,1
candy mfg,17,0.984626497,,1
candy wrapper,17,0.984640096,,1
canning business,17,0.984653694,,1
capt fire dept,17,0.984667293,,1
carlenter,17,0.984680891,,1
chainman,17,0.98469449,,1
cleaner and presser,17,0.984708088,,1
con engineer,17,0.984721687,,1
copy writer,17,0.984735285,,1
county employee,17,0.984748884,,1
deck officer,17,0.984762482,,1
deckhand S P,17,0.984776081,,1
Dep Co Clerk,17,0.984789679,,1
diemaker,17,0.984803278,,1
fire ins,17,0.984816876,,1
flange turner,17,0.984830475,,1
flight engineer,17,0.984844073,,1
furnace tender,17,0.984857672,,1
gasfitter,17,0.98487127,,1
gen office work,17,0.984884869,,1
general office clerk,17,0.984898467,,1
glovemaker,17,0.984912066,,1
holder on,17,0.984925664,,1
hospital maid,17,0.984939263,,1
houisewife,17,0.984952861,,1
housewife H,17,0.98496646,,1
housewile,17,0.984980058,,1
insurance sales,17,0.984993657,,1
liquor business,17,0.985007255,,1
machinery,17,0.985020854,,1
male expressman,17,0.985034452,,1
male newspaperman,17,0.985048051,,1
male superintendent,17,0.985061649,,1
marble mason,17,0.985075248,,1
merchan t,17,0.985088846,,1
mill supt,17,0.985102445,,1
moulder's helper,17,0.985116043,,1
newsman,17,0.985129642,,1
nurse maid,17,0.98514324,,1
office employee,17,0.985156839,,1
oil refiner,17,0.985170437,,1
ore,17,0.985184036,,1
P O foreman,17,0.985197634,,1
photography,17,0.985211233,,1
pile man,17,0.985224831,,1
plumber helper,17,0.98523843,,1
police dept,17,0.985252028,,1
policewoman,17,0.985265627,,1
porte r,17,0.985279225,,1
power machine,17,0.985292824,,1
produce broker,17,0.985306422,,1
prof U C,17,0.985320021,,1
R R switchman,17,0.985333619,,1
radio tech,17,0.985347218,,1
retired naval officer,17,0.985360816,,1
retired U S N,17,0.985374415,,1
ro fem housewife,17,0.985388013,,1
s Niles housewife,17,0.985401612,,1
salesan,17,0.98541521,,1
San Lorenzo mechanic,17,0.985428809,,1
ship painter,17,0.985442407,,1
shipping dept,17,0.985456006,,1
shoe cobbler,17,0.985469604,,1
soda fountain,17,0.985483203,,1
teacher of music,17,0.985496801,,1
tern fitter,17,0.9855104,,1
tile roofer,17,0.985523998,,1
time clerk,17,0.985537597,,1
trackman,17,0.985551195,,1
tuck av clerk,17,0.985564794,,1
tutoring,17,0.985578392,,1
University professor,17,0.985591991,,1
ve housewife,17,0.985605589,,1
vr,17,0.985619188,,1
wf,17,0.985632786,,1
wireman,17,0.985646385,,1
Y W C A secretary,17,0.985659983,,1
1037 E Base Line,16,0.985672782,,1
109 Bonita Ct,16,0.98568558,,1
120 Spruce St,16,0.985698379,,1
125 Paloma Rd,16,0.985711177,,1
128 Highland Ave,16,0.985723976,,1
1305 Perris Hill Rd,16,0.985736775,,1
133 Martin St,16,0.985749573,,1
1337 Barton St,16,0.985762372,,1
1375 Glasgow Ave,16,0.98577517,,1
1403 Hellman Ave Box 44,16,0.985787969,,1
1495 E Ninth St,16,0.985800768,,1
159 St,16,0.985813566,,1
16 Argus St,16,0.985826365,,1
1647 N Euclid Ave,16,0.985839163,,1
1737 Fairfax Dr,16,0.985851962,,1
1802 N Mountain Ave,16,0.985864761,,1
1803 E 5th St,16,0.985877559,,1
1825 E Holt Ave,16,0.985890358,,1
1945 Mallory St,16,0.985903156,,1
19th St Box 104,16,0.985915955,,1
2 San Bernard,16,0.985928753,,1
202 Walnut St,16,0.985941552,,1
2030 South Palmetto Ave,16,0.985954351,,1
20th St,16,0.985967149,,1
21 St,16,0.985979948,,1
211 H St,16,0.985992746,,1
2127 Mallory St,16,0.986005545,,1
214 G St,16,0.986018344,,1
2151 Darby St,16,0.986031142,,1
223 H St,16,0.986043941,,1
2234 Foothill Blvd,16,0.986056739,,1
2280 Ogden St,16,0.986069538,,1
2364 Kern Ave,16,0.986082337,,1
28 Nona St,16,0.986095135,,1
2836 Arrowhead Ave,16,0.986107934,,1
2920 June St,16,0.986120732,,1
312 D St,16,0.986133531,,1
315 F St,16,0.986146329,,1
322 E St,16,0.986159128,,1
366 E 4th St,16,0.986171927,,1
3946 Mt View Ave,16,0.986184725,,1
415 A St,16,0.986197524,,1
415 Acoma St,16,0.986210322,,1
419 D St,16,0.986223121,,1
420 A St,16,0.98623592,,1
420 Oak Glen Ave,16,0.986248718,,1
601 Colton Ave,16,0.986261517,,1
7 Andr,16,0.986274315,,1
733 E Base Line,16,0.986287114,,1
780 W 18th St,16,0.986299912,,1
807 Downey Ave,16,0.986312711,,1
872 S Cedar Ave,16,0.98632551,,1
917 Front St,16,0.986338308,,1
Adams Ave,16,0.986351107,,1
air pilot,16,0.986363905,,1
Ananas St,16,0.986376704,,1
and Camp,16,0.986389503,,1
Apt 4 housewife,16,0.986402301,,1
Arizona St,16,0.9864151,,1
art work,16,0.986427898,,1
bell housewife,16,0.986440697,,1
belt maker,16,0.986453496,,1
Benton St,16,0.986466294,,1
Bloomington Rd,16,0.986479093,,1
brakeman S P Co,16,0.986491891,,1
buffet owner,16,0.98650469,,1
burner leaderman,16,0.986517488,,1
butter maker,16,0.986530287,,1
Cadena Ave,16,0.986543086,,1
Cadena Drive,16,0.986555884,,1
cannery superintendent,16,0.986568683,,1
Carob St,16,0.986581481,,1
Carpenter Highway,16,0.98659428,,1
Centerville retired,16,0.986607079,,1
chandelier maker,16,0.986619877,,1
Chino St,16,0.986632676,,1
choc dipper,16,0.986645474,,1
cigar salesman,16,0.986658273,,1
claim clerk,16,0.986671072,,1
claims manager,16,0.98668387,,1
clcrk,16,0.986696669,,1
coffee merchant,16,0.986709467,,1
Colton Ave Rt 2 Box 245,16,0.986722266,,1
concessionaire,16,0.986735064,,1
crane engineer,16,0.986747863,,1
dairy worker,16,0.986760662,,1
Decoto retired,16,0.98677346,,1
ecretary,16,0.986786259,,1
er male clerk,16,0.986799057,,1
er male salesman,16,0.986811856,,1
eve housewife,16,0.986824655,,1
Farmer Ave,16,0.986837453,,1
fe n housewife,16,0.986850252,,1
fem cashier,16,0.98686305,,1
fem musician,16,0.986875849,,1
fem school teacher,16,0.986888647,,1
field clerk,16,0.986901446,,1
field manager,16,0.986914245,,1
foreman S P,16,0.986927043,,1
fountain work,16,0.986939842,,1
furniture merchant,16,0.98695264,,1
Golden St,16,0.986965439,,1
Government clerk,16,0.986978238,,1
Grand Terrace,16,0.986991036,,1
Grande St,16,0.987003835,,1
Grevillea St,16,0.987016633,,1
Highland Rd Box 525,16,0.987029432,,1
ho usewife,16,0.987042231,,1
household,16,0.987055029,,1
Hywd bkkpr,16,0.987067828,,1
ihousewife,16,0.987080626,,1
kitchen man,16,0.987093425,,1
ling man,16,0.987106223,,1
Livermore teacher,16,0.987119022,,1
lswf,16,0.987131821,,1
Lugonia Ave Rt 1 Box 62,16,0.987144619,,1
male buyer,16,0.987157418,,1
male seaman,16,0.987170216,,1
male shoemaker,16,0.987183015,,1
Marcus Ave,16,0.987195814,,1
McCarty Ave,16,0.987208612,,1
news reporter,16,0.987221411,,1
Niles nurseryman,16,0.987234209,,1
nut t housewife,16,0.987247008,,1
o painter,16,0.987259807,,1
oil refining,16,0.987272605,,1
Olivine Ave,16,0.987285404,,1
ore keeper,16,0.987298202,,1
P B X opr,16,0.987311001,,1
Park St,16,0.987323799,,1
Pasadena Camp,16,0.987336598,,1
Phillips Blvd,16,0.987349397,,1
pipe helper,16,0.987362195,,1
plant foreman,16,0.987374994,,1
Pleasanton rancher,16,0.987387792,,1
PO clerk,16,0.987400591,,1
Prado Rd,16,0.98741339,,1
preacher,16,0.987426188,,1
principal school,16,0.987438987,,1
producer,16,0.987451785,,1
prof ball player,16,0.987464584,,1
pub accountant,16,0.987477382,,1
publicity man,16,0.987490181,,1
R N,16,0.98750298,,1
radio repairman,16,0.987515778,,1
ranch hand,16,0.987528577,,1
Redlands St,16,0.987541375,,1
reet housekeeper,16,0.987554174,,1
retired rancher,16,0.987566973,,1
rical,16,0.987579771,,1
S P,16,0.98759257,,1
S P flagman,16,0.987605368,,1
sack sewer,16,0.987618167,,1
sale man,16,0.987630966,,1
sales department,16,0.987643764,,1
sales lady,16,0.987656563,,1
Salesman St,16,0.987669361,,1
San Lean painter,16,0.98768216,,1
sander,16,0.987694958,,1
sawfiler,16,0.987707757,,1
school prin,16,0.987720556,,1
ship calker,16,0.987733354,,1
shipping foreman,16,0.987746153,,1
shoe shiner,16,0.987758951,,1
shopkeeper,16,0.98777175,,1
sports writer,16,0.987784549,,1
sprinkler fitter,16,0.987797347,,1
supervisor Tel Co,16,0.987810146,,1
supplyman,16,0.987822944,,1
switch tender,16,0.987835743,,1
ternmaker,16,0.987848542,,1
terra cotta worker,16,0.98786134,,1
tinter,16,0.987874139,,1
tire worker,16,0.987886937,,1
tool keeper,16,0.987899736,,1
trader,16,0.987912534,,1
transcriber,16,0.987925333,,1
tree trimmer,16,0.987938132,,1
truck helper,16,0.98795093,,1
trunk maker,16,0.987963729,,1
Turner Ave Box 4,16,0.987976527,,1
typesetter,16,0.987989326,,1
U S Army retired,16,0.988002125,,1
veterinary surgeon,16,0.988014923,,1
Vivienda Ave,16,0.988027722,,1
W P A worker,16,0.98804052,,1
Washington Ave,16,0.988053319,,1
welder foreman,16,0.988066118,,1
wholesale grocery,16,0.988078916,,1
whseman,16,0.988091715,,1
Williams St,16,0.988104513,,1
Wood Camp,16,0.988117312,,1
wood caulker,16,0.98813011,,1
adv,15,0.988142109,,1
agent S P,15,0.988154108,,1
American Can Co,15,0.988166106,,1
anton,15,0.988178105,,1
assembly,15,0.988190104,,1
auto parts clerk,15,0.988202102,,1
av,15,0.988214101,,1
av teacher,15,0.9882261,,1
bar tender,15,0.988238099,,1
bellman,15,0.988250097,,1
caddy,15,0.988262096,,1
captain of police,15,0.988274095,,1
car carpenter,15,0.988286093,,1
car dealer,15,0.988298092,,1
chipper caulker,15,0.988310091,,1
clrk,15,0.988322089,,1
commercial rep,15,0.988334088,,1
cosmetics,15,0.988346087,,1
Deputy Co Assessor,15,0.988358085,,1
deputy county assessor,15,0.988370084,,1
engraving,15,0.988382083,,1
ens retired,15,0.988394081,,1
er laborer,15,0.98840608,,1
er merchant,15,0.988418079,,1
farmer Livermore,15,0.988430077,,1
farmerette,15,0.988442076,,1
folder,15,0.988454075,,1
fruit canner,15,0.988466073,,1
government emp,15,0.988478072,,1
govt clerk,15,0.988490071,,1
grocery salesman,15,0.988502069,,1
Haywd carpenter,15,0.988514068,,1
health nurse,15,0.988526067,,1
home manager,15,0.988538065,,1
homewife,15,0.988550064,,1
housewife J,15,0.988562063,,1
husewife,15,0.988574061,,1
ice puller,15,0.98858606,,1
import and export,15,0.988598059,,1
Irvington carpenter,15,0.988610057,,1
jobbing,15,0.988622056,,1
laborer R,15,0.988634055,,1
loans,15,0.988646053,,1
maintenance mechanic,15,0.988658052,,1
male auditor,15,0.988670051,,1
male mariner,15,0.98868205,,1
male photographer,15,0.988694048,,1
male rancher,15,0.988706047,,1
marine supt,15,0.988718046,,1
Mark saleslady,15,0.988730044,,1
metal smith,15,0.988742043,,1
metal spinner,15,0.988754042,,1
mngr,15,0.98876604,,1
music dealer,15,0.988778039,,1
Newark housekeeper,15,0.988790038,,1
newspaper woman,15,0.988802036,,1
Niles engineer,15,0.988814035,,1
nue bookkeeper,15,0.988826034,,1
o fem housewife,15,0.988838032,,1
on,15,0.988850031,,1
outdoor advertising,15,0.98886203,,1
p o clerk,15,0.988874028,,1
paper merchant,15,0.988886027,,1
piano polisher,15,0.988898026,,1
police department,15,0.988910024,,1
powder worker,15,0.988922023,,1
printe r,15,0.988934022,,1
r r clerk,15,0.98894602,,1
R R trainman,15,0.988958019,,1
radio worker,15,0.988970018,,1
reet teacher,15,0.988982016,,1
researcher,15,0.988994015,,1
RFD 3 housewife,15,0.989006014,,1
RFD No 2 farmer,15,0.989018012,,1
rooming house keeper,15,0.989030011,,1
S Lor hswf,15,0.98904201,,1
S P laborer,15,0.989054008,,1
sales promotion,15,0.989066007,,1
security salesman,15,0.989078006,,1
sewer,15,0.989090004,,1
ship fitter's helper,15,0.989102003,,1
shipjoiner,15,0.989114002,,1
signpainter,15,0.989126,,1
slsldy,15,0.989137999,,1
social work,15,0.989149998,,1
t merchant,15,0.989161997,,1
tax accountant,15,0.989173995,,1
telephone engr,15,0.989185994,,1
telephone op,15,0.989197993,,1
train service,15,0.989209991,,1
transformer winder,15,0.98922199,,1
U C teacher,15,0.989233989,,1
US Navy,15,0.989245987,,1
veterinary,15,0.989257986,,1
war worker,15,0.989269985,,1
warehouse business,15,0.989281983,,1
wholesale,15,0.989293982,,1
wholesale lumber,15,0.989305981,,1
10 California St,14,0.989317179,,1
1002 Ramona Ave,14,0.989328378,,1
1011 Front St,14,0.989339577,,1
102 Cibola St,14,0.989350776,,1
1033 Crafton Ave,14,0.989361974,,1
1045 Chico Ave,14,0.989373173,,1
1060 W Foothill Blvd,14,0.989384372,,1
1063 Chico Ave,14,0.989395571,,1
1079 E Base Line,14,0.989406769,,1
1110 Kadota St,14,0.989417968,,1
1115 Kadota St,14,0.989429167,,1
115 Walnut St,14,0.989440366,,1
1157 Belvan Ave,14,0.989451565,,1
116 Harvard,14,0.989462763,,1
118 K St,14,0.989473962,,1
1215 Perris Hill Rd,14,0.989485161,,1
122 Walnut St,14,0.98949636,,1
1221 Front St,14,0.989507558,,1
1225 W Crescent Ave,14,0.989518757,,1
1308 Hellman Ave Box 110,14,0.989529956,,1
1355 N Mountain Ave,14,0.989541155,,1
1370 D St,14,0.989552353,,1
1371 Cedar St,14,0.989563552,,1
1389 Barton St,14,0.989574751,,1
1390 Jasper Ave,14,0.98958595,,1
1445 E Ninth St,14,0.989597148,,1
1450 Perris Hill Rd,14,0.989608347,,1
1521 Elmwood Rd,14,0.989619546,,1
1549 N Euclid Ave,14,0.989630745,,1
155 St,14,0.989641944,,1
1574 Tippecanoe St,14,0.989653142,,1
1610 South Magnolia Ave,14,0.989664341,,1
162 St,14,0.98967554,,1
1659 W Colton Ave,14,0.989686739,,1
1660 E St,14,0.989697937,,1
169 Orange Ave,14,0.989709136,,1
1748 Sparks St,14,0.989720335,,1
1793 N Euclid Ave,14,0.989731534,,1
185 N Palm Ave,14,0.989742732,,1
1885 E 5th St,14,0.989753931,,1
190 W Foothill Blvd,14,0.98976513,,1
1913 Darby St,14,0.989776329,,1
195 St,14,0.989787527,,1
1969 Mesa St,14,0.989798726,,1
1976 Adams St,14,0.989809925,,1
201 Cibola St,14,0.989821124,,1
203 Walnut St,14,0.989832323,,1
205 North K St,14,0.989843521,,1
211 J St,14,0.98985472,,1
2130 Nice St,14,0.989865919,,1
214 Spruce St,14,0.989877118,,1
217 C St,14,0.989888316,,1
218 G St,14,0.989899515,,1
219 Desnok St,14,0.989910714,,1
22 St,14,0.989921913,,1
2235 Kern St,14,0.989933111,,1
2281 Kern St,14,0.98994431,,1
2320 So Euclid Ave,14,0.989955509,,1
2360 Ogden St,14,0.989966708,,1
2377 W A St,14,0.989977906,,1
2400 E Grand Ave,14,0.989989105,,1
241 Levine St Box 37,14,0.990000304,,1
2444 S Euclid Ave,14,0.990011503,,1
26th St,14,0.990022701,,1
2840 June St,14,0.9900339,,1
301 Bazoobuth St,14,0.990045099,,1
307 E 4th St,14,0.990056298,,1
307 Vict,14,0.990067497,,1
310 D St,14,0.990078695,,1
311 F St,14,0.990089894,,1
312 Elm Circle,14,0.990101093,,1
317 Cibola St,14,0.990112292,,1
357 40th St,14,0.99012349,,1
408 C St,14,0.990134689,,1
409 Front St,14,0.990145888,,1
411 Acoma St,14,0.990157087,,1
411 D St,14,0.990168285,,1
414 North Palm Ave,14,0.990179484,,1
422 B St,14,0.990190683,,1
450 Oak Glen Ave,14,0.990201882,,1
457 Tamarind Ave,14,0.99021308,,1
488 17th St,14,0.990224279,,1
4th and B St,14,0.990235478,,1
517 Acoma St,14,0.990246677,,1
518 A St,14,0.990257876,,1
540 19th St,14,0.990269074,,1
576 Sycamore Circle,14,0.990280273,,1
6 St,14,0.990291472,,1
627 Cibola St,14,0.990302671,,1
632 19th St,14,0.990313869,,1
655 Acoma St,14,0.990325068,,1
657 Kadota Ave,14,0.990336267,,1
660 Roswell Ave,14,0.990347466,,1
7 At,14,0.990358664,,1
790 Roswell Ave,14,0.990369863,,1
795 E Base Line,14,0.990381062,,1
7th Benson Ave,14,0.990392261,,1
8th Archibald Ave,14,0.990403459,,1
956 Mayfield Ave,14,0.990414658,,1
Acre Lane,14,0.990425857,,1
adv salesman,14,0.990437056,,1
alnut Ave,14,0.990448255,,1
Alvarado butcher,14,0.990459453,,1
Anderson Lane,14,0.990470652,,1
annage av hswf,14,0.990481851,,1
arc welder,14,0.99049305,,1
auto body worker,14,0.990504248,,1
automobile salesman,14,0.990515447,,1
Barton Rd Box 3,14,0.990526646,,1
Bay Camp,14,0.990537845,,1
Bdno Ave Rt 1 Box 235,14,0.990549043,,1
Beech Ave,14,0.990560242,,1
bindery girl,14,0.990571441,,1
boiler cleaner,14,0.99058264,,1
bread salesman,14,0.990593838,,1
bridge foreman,14,0.990605037,,1
broker's clerk,14,0.990616236,,1
brushmaker,14,0.990627435,,1
Buckeye St,14,0.990638633,,1
buffer,14,0.990649832,,1
Builder Camp,14,0.990661031,,1
building foreman,14,0.99067223,,1
Calabash St,14,0.990683429,,1
Canal St,14,0.990694627,,1
candy business,14,0.990705826,,1
Carol St,14,0.990717025,,1
Carpenter At,14,0.990728224,,1
certified public accountant,14,0.990739422,,1
chicken business,14,0.990750621,,1
chicken rancher,14,0.99076182,,1
Chico St,14,0.990773019,,1
city manager,14,0.990784217,,1
civ eng,14,0.990795416,,1
Clerk,14,0.990806615,,1
clothing cutter,14,0.990817814,,1
coal man,14,0.990829012,,1
com merchant,14,0.990840211,,1
commercial photographer,14,0.99085141,,1
comptometer oper,14,0.990862609,,1
concrete man,14,0.990873808,,1
counter man,14,0.990885006,,1
County Line,14,0.990896205,,1
creamery employee,14,0.990907404,,1
Crippen St,14,0.990918603,,1
dental ass't,14,0.990929801,,1
dep co assessor,14,0.990941,,1
deputy treasurer,14,0.990952199,,1
diver,14,0.990963398,,1
dock superintendent,14,0.990974596,,1
dockman,14,0.990985795,,1
Echo Dr,14,0.990996994,,1
employment manager,14,0.991008193,,1
Engineer,14,0.991019391,,1
engineer S P,14,0.99103059,,1
Ennis St Rt 2 Box 688,14,0.991041789,,1
express business,14,0.991052988,,1
Female Dr,14,0.991064187,,1
fence builder,14,0.991075385,,1
finance business,14,0.991086584,,1
financier,14,0.991097783,,1
Foothill Drive,14,0.991108982,,1
Foreman St,14,0.99112018,,1
Freemont St,14,0.991131379,,1
fruit broker,14,0.991142578,,1
fruit man,14,0.991153777,,1
Fruitvale,14,0.991164975,,1
garage work,14,0.991176174,,1
Garnet St,14,0.991187373,,1
gas meter man,14,0.991198572,,1
general mechanic,14,0.99120977,,1
Glasgow Ave,14,0.991220969,,1
glass beveler,14,0.991232168,,1
government,14,0.991243367,,1
Haywd housewife,14,0.991254565,,1
Hermosa St,14,0.991265764,,1
Hill Rd,14,0.991276963,,1
Hill Road,14,0.991288162,,1
ho sewife,14,0.991299361,,1
honemaker,14,0.991310559,,1
Hospital At,14,0.991321758,,1
housewfie,14,0.991332957,,1
houwife,14,0.991344156,,1
hswf R,14,0.991355354,,1
Hywd hskpr,14,0.991366553,,1
Hywd unemployed,14,0.991377752,,1
ice delivery,14,0.991388951,,1
ing,14,0.991400149,,1
ins agt,14,0.991411348,,1
janitoress,14,0.991422547,,1
Jasper St,14,0.991433746,,1
judge,14,0.991444944,,1
Junta St,14,0.991456143,,1
Kadota St,14,0.991467342,,1
Kansas St,14,0.991478541,,1
Laborer At,14,0.99148974,,1
Laborer St,14,0.991500938,,1
lapidary,14,0.991512137,,1
Lemon Ave,14,0.991523336,,1
Livermore salesman,14,0.991534535,,1
logger,14,0.991545733,,1
Lowes Rd,14,0.991556932,,1
lumber tallyman,14,0.991568131,,1
machinis t,14,0.99157933,,1
mail service,14,0.991590528,,1
male bricklayer,14,0.991601727,,1
male civil eng,14,0.991612926,,1
male cooper,14,0.991624125,,1
male R R man,14,0.991635323,,1
male surveyor,14,0.991646522,,1
male switchman,14,0.991657721,,1
manager apartment,14,0.99166892,,1
Mansa Road,14,0.991680119,,1
Marie St,14,0.991691317,,1
marine oiler,14,0.991702516,,1
McCarty St,14,0.991713715,,1
mdse broker,14,0.991724914,,1
metal wkr,14,0.991736112,,1
mfgrs agent,14,0.991747311,,1
Michigan Ave,14,0.99175851,,1
millwork,14,0.991769709,,1
mnfr,14,0.991780907,,1
Moon Camp,14,0.991792106,,1
Mt Ave,14,0.991803305,,1
Nevada St Rt 1 Box 54,14,0.991814504,,1
Niles salesman,14,0.991825702,,1
o porter,14,0.991836901,,1
Oakland housewife,14,0.9918481,,1
Opal St,14,0.991859299,,1
paint business,14,0.991870497,,1
pantry man,14,0.991881696,,1
paper salesman,14,0.991892895,,1
PBX,14,0.991904094,,1
peace officer,14,0.991915293,,1
Pines Camp,14,0.991926491,,1
punch press opr,14,0.99193769,,1
R R engineer,14,0.991948889,,1
r r man,14,0.991960088,,1
Rancher Highway,14,0.991971286,,1
Rancher St,14,0.991982485,,1
reet painter,14,0.991993684,,1
ret,14,0.992004883,,1
retired missionary,14,0.992016081,,1
RFD 1 farmer,14,0.99202728,,1
RFD Place,14,0.992038479,,1
rical worker,14,0.992049678,,1
Rose St,14,0.992060876,,1
RR mail clerk,14,0.992072075,,1
S P emp,14,0.992083274,,1
safe expert,14,0.992094473,,1
sales rep,14,0.992105672,,1
salesma,14,0.99211687,,1
salesmana,14,0.992128069,,1
salesnan,14,0.992139268,,1
San Lean housewife,14,0.992150467,,1
San Lean salesman,14,0.992161665,,1
San Lorenzo salesman,14,0.992172864,,1
sandwich shop,14,0.992184063,,1
scavanger,14,0.992195262,,1
school dept,14,0.99220646,,1
school supervisor,14,0.992217659,,1
second cook,14,0.992228858,,1
sheet met wkr,14,0.992240057,,1
shoe dealer,14,0.992251255,,1
Sixth Ave,14,0.992262454,,1
smelter,14,0.992273653,,1
soapmaker,14,0.992284852,,1
South housewife,14,0.992296051,,1
SP employee,14,0.992307249,,1
spooler,14,0.992318448,,1
spot welder,14,0.992329647,,1
sprayman,14,0.992340846,,1
spring fitter,14,0.992352044,,1
Spruce Ave,14,0.992363243,,1
Summit St,14,0.992374442,,1
Sunol retired,14,0.992385641,,1
teacher music,14,0.992396839,,1
tel man,14,0.992408038,,1
telephone Co,14,0.992419237,,1
telephone foreman,14,0.992430436,,1
telephone repair man,14,0.992441634,,1
Timoteo Road,14,0.992452833,,1
truck foreman,14,0.992464032,,1
typewriter business,14,0.992475231,,1
uff av hswf,14,0.992486429,,1
vegetable man,14,0.992497628,,1
View Ave Rt 2 Box 276,14,0.992508827,,1
voice teacher,14,0.992520026,,1
Wabash St,14,0.992531225,,1
warehouse superintendent,14,0.992542423,,1
Whittram St,14,0.992553622,,1
wiper,14,0.992564821,,1
A housewife,13,0.99257522,,1
accnt,13,0.992585619,,1
acet,13,0.992596017,,1
acountant,13,0.992606416,,1
aeronautics,13,0.992616815,,1
ant manager,13,0.992627214,,1
art shop,13,0.992637613,,1
bakery work,13,0.992648012,,1
beauty parlor opr,13,0.992658411,,1
bell boy,13,0.992668809,,1
bell t housewife,13,0.992679208,,1
bldg manager,13,0.992689607,,1
boilermkr,13,0.992700006,,1
bond clerk,13,0.992710405,,1
bookseller,13,0.992720804,,1
bty opr,13,0.992731202,,1
carpenter D,13,0.992741601,,1
cheese maker,13,0.992752,,1
chief,13,0.992762399,,1
child nurse,13,0.992772798,,1
city freight agent,13,0.992783197,,1
claim examiner,13,0.992793596,,1
cler,13,0.992803994,,1
clerk Tel Co,13,0.992814393,,1
clothier,13,0.992824792,,1
clothing salesman,13,0.992835191,,1
commercial art,13,0.99284559,,1
commission,13,0.992855989,,1
concrete finisher,13,0.992866388,,1
concrete foreman,13,0.992876786,,1
cook and waiter,13,0.992887185,,1
crane opr,13,0.992897584,,1
credit dept,13,0.992907983,,1
creditman,13,0.992918382,,1
culinary work,13,0.992928781,,1
dairy business,13,0.99293918,,1
Decoto carpenter,13,0.992949578,,1
delivery service,13,0.992959977,,1
Diesel engineer,13,0.992970376,,1
edgerman,13,0.992980775,,1
ens physician,13,0.992991174,,1
er male merchant,13,0.993001573,,1
essmaking,13,0.993011971,,1
fanger,13,0.99302237,,1
fern retired,13,0.993032769,,1
fireman O F D,13,0.993043168,,1
fish merchant,13,0.993053567,,1
Fisher Body Co,13,0.993063966,,1
frame bender,13,0.993074365,,1
furniture mfg,13,0.993084763,,1
garage helper,13,0.993095162,,1
ground man,13,0.993105561,,1
herton housewife,13,0.99311596,,1
high school principal,13,0.993126359,,1
hoseman,13,0.993136758,,1
hosiery mender,13,0.993147157,,1
houscwifc,13,0.993157555,,1
houseife,13,0.993167954,,1
housew fe,13,0.993178353,,1
housewifet,13,0.993188752,,1
Hwd hswf,13,0.993199151,,1
ice business,13,0.99320955,,1
ice cream worker,13,0.993219949,,1
ink mixer,13,0.993230347,,1
insp,13,0.993240746,,1
interne,13,0.993251145,,1
iron works,13,0.993261544,,1
Irvington rancher,13,0.993271943,,1
Joseph's Pres Convent teacher,13,0.993282342,,1
junior engineer,13,0.99329274,,1
keeper,13,0.993303139,,1
